"...1","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
5234269,3358224,"HK403155","06/02/2004 05:10:00 AM","068XX S CAMPBELL AVE","0271","CRIM SEXUAL ASSAULT","ATTEMPT AGG: HANDGUN","RESIDENCE-GARAGE",FALSE,FALSE,832,8,15,66,"02",1160888,1859226,2004,"04/15/2016 08:55:02 AM",41.769402616,-87.685815646,"(41.769402616, -87.685815646)"
5234408,3358387,"HK398401","05/30/2004 09:39:54 PM","079XX S EXCHANGE AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","STREET",FALSE,FALSE,422,4,7,46,"02",1197211,1852866,2004,"04/15/2016 08:55:02 AM",41.751122794,-87.552885578,"(41.751122794, -87.552885578)"
5234463,3358449,"HK400745","06/01/2004 06:06:36 AM","075XX S WABASH AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,623,6,6,69,"02",1178023,1855041,2004,"04/15/2016 08:55:02 AM",41.757547349,-87.623133448,"(41.757547349, -87.623133448)"
5234806,3358871,"HK400505","05/31/2004 08:30:00 PM","050XX N SHERIDAN RD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,2024,20,46,3,"02",1168724,1933685,2004,"04/15/2016 08:55:02 AM",41.973558433,-87.654935349,"(41.973558433, -87.654935349)"
5234934,3359012,"HK403657","06/02/2004 07:45:00 AM","035XX W 72ND ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,831,8,18,66,"02",1154034,1856638,2004,"04/15/2016 08:55:02 AM",41.762439587,-87.711008144,"(41.762439587, -87.711008144)"
5235000,3359091,"HK399697","05/30/2004 12:05:00 AM","014XX W 72ND PL","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,734,7,17,67,"02",1167556,1856658,2004,"04/15/2016 08:55:02 AM",41.76221533,-87.661447283,"(41.76221533, -87.661447283)"
5235886,3360264,"HK405625","05/09/2004 06:30:00 PM","034XX W 72ND ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,831,8,18,66,"02",1154681,1856655,2004,"04/15/2016 08:55:02 AM",41.762473368,-87.708636318,"(41.762473368, -87.708636318)"
5236120,3360528,"HK403868","06/02/2004 11:00:00 AM","026XX N KIMBALL AVE","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","ALLEY",FALSE,FALSE,1412,14,35,22,"02",1153268,1917233,2004,"04/15/2016 08:55:02 AM",41.928734784,-87.712209428,"(41.928734784, -87.712209428)"
5236165,3360583,"HK407336","04/19/2004 03:00:00 PM","0000X N LARAMIE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,TRUE,1522,15,28,25,"02",1141705,1900100,2004,"04/15/2016 08:55:02 AM",41.881941879,-87.755124478,"(41.881941879, -87.755124478)"
5237329,3362045,"HK408066","06/04/2004 11:00:00 AM","020XX S PULASKI RD","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","CTA GARAGE / OTHER PROPERTY",FALSE,FALSE,1014,10,24,29,"02",1150033,1889849,2004,"04/15/2016 08:55:02 AM",41.853653898,-87.724810713,"(41.853653898, -87.724810713)"
5237369,3362092,"HK408266","06/03/2004 09:00:00 PM","056XX S OAKLEY AVE","0264","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER DANG WEAPON","ALLEY",FALSE,FALSE,824,8,16,63,"02",1162070,1867558,2004,"04/15/2016 08:55:02 AM",41.792242251,-87.681251348,"(41.792242251, -87.681251348)"
5237421,3362159,"HK407900","06/04/2004 07:05:00 AM","075XX S COLES AVE","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","CHA HALLWAY/STAIRWELL/ELEVATOR",FALSE,FALSE,421,4,7,43,"02",1195976,1855570,2004,"04/15/2016 08:55:02 AM",41.758573421,-87.557321761,"(41.758573421, -87.557321761)"
5237518,3362265,"HK409296","05/28/2004 09:00:00 AM","021XX W 18TH ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","APARTMENT",FALSE,FALSE,1223,12,25,31,"02",1162167,1891381,2004,"04/15/2016 08:55:02 AM",41.857613255,-87.680231613,"(41.857613255, -87.680231613)"
5237810,3362603,"HK409980","06/04/2004 09:00:00 PM","020XX W JACKSON BLVD","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,1211,12,2,28,"02",1163033,1898630,2004,"04/15/2016 08:55:02 AM",41.877487054,-87.676849399,"(41.877487054, -87.676849399)"
5237958,3362766,"HK407365","06/03/2004 05:00:00 PM","016XX N MILWAUKEE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER COMMERCIAL TRANSPORTATION",FALSE,FALSE,1434,14,32,24,"02",1162627,1910739,2004,"04/15/2016 08:55:02 AM",41.910723622,-87.67800053,"(41.910723622, -87.67800053)"
5238032,3362850,"HK393738","05/28/2004 02:30:00 AM","108XX S WABASH AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ABANDONED BUILDING",FALSE,FALSE,513,5,9,49,"02",1178500,1833088,2004,"04/15/2016 08:55:02 AM",41.697294711,-87.622050127,"(41.697294711, -87.622050127)"
5238110,3362939,"HK407616","06/04/2004 12:10:00 AM","008XX E 103RD ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,511,5,8,50,"02",1183919,1836858,2004,"04/15/2016 08:55:02 AM",41.707515553,-87.602091762,"(41.707515553, -87.602091762)"
5238735,3363702,"HK410340","06/05/2004 08:31:43 AM","099XX S AVENUE H","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,432,4,10,52,"02",1202796,1839890,2004,"04/15/2016 08:55:02 AM",41.71537493,-87.53286211,"(41.71537493, -87.53286211)"
5238763,3363750,"HK409842","06/05/2004 11:15:00 PM","021XX N LONG AVE","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2515,25,37,19,"02",1140035,1913803,2004,"04/15/2016 08:55:02 AM",41.91957525,-87.760921047,"(41.91957525, -87.760921047)"
5238787,3363777,"HK408998","01/09/2004 01:00:00 PM","048XX S DREXEL BLVD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,2124,2,4,39,"02",1183004,1873073,2004,"04/15/2016 08:55:02 AM",41.806914497,-87.604318647,"(41.806914497, -87.604318647)"
5238801,3363796,"HK409888","06/05/2004 03:15:44 AM","054XX W HARRISON ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,1522,15,29,25,"02",1140366,1896790,2004,"04/15/2016 08:55:02 AM",41.872883461,-87.760122512,"(41.872883461, -87.760122512)"
5238928,3363957,"HK409090","06/04/2004 06:15:00 AM","053XX S FRANCISCO AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,911,9,14,63,"02",1157948,1869128,2004,"04/15/2016 08:55:02 AM",41.796635348,-87.696323524,"(41.796635348, -87.696323524)"
5238943,3363978,"HK409244","06/04/2004 08:10:00 PM","093XX S FOREST AVE","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","RESIDENCE-GARAGE",FALSE,FALSE,633,6,6,49,"02",1179892,1843193,2004,"04/15/2016 08:55:02 AM",41.724992505,-87.616645486,"(41.724992505, -87.616645486)"
5239000,3364041,"HK408111","06/03/2004 08:15:00 AM","015XX E 65TH PL","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,321,3,5,42,"02",1187605,1861872,2004,"04/15/2016 08:55:02 AM",41.776069775,-87.587800142,"(41.776069775, -87.587800142)"
5239345,3364449,"HK411948","06/06/2004 03:11:00 AM","064XX S DR MARTIN LUTHER KING JR DR","0275","CRIM SEXUAL ASSAULT","ATTEMPT AGG: OTHER","CHA APARTMENT",FALSE,FALSE,312,3,20,69,"02",1180027,1862438,2004,"04/15/2016 08:55:02 AM",41.777799853,-87.615562888,"(41.777799853, -87.615562888)"
5239652,3364833,"HK413835","06/06/2004 09:00:00 AM","054XX N BROADWAY","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,2023,20,48,77,"02",1167332,1936177,2004,"04/15/2016 08:55:02 AM",41.980426688,-87.659982016,"(41.980426688, -87.659982016)"
5239935,3365185,"HK409957","06/05/2004 03:00:00 AM","0000X W DIVISION ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,1824,18,42,8,"02",1175901,1908369,2004,"04/15/2016 08:55:02 AM",41.903931582,-87.629308553,"(41.903931582, -87.629308553)"
5239951,3365206,"HK401717","05/31/2004 10:55:00 PM","051XX S DR MARTIN LUTHER KING JR DR","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VEHICLE NON-COMMERCIAL",FALSE,FALSE,234,2,3,40,"02",1179795,1871122,2004,"04/15/2016 08:55:02 AM",41.801634875,-87.616147829,"(41.801634875, -87.616147829)"
5240081,3365350,"HK413688","06/07/2004 12:45:00 AM","033XX W HUTCHINSON ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","APARTMENT",TRUE,FALSE,1724,17,33,16,"02",1153377,1928058,2004,"04/15/2016 08:55:02 AM",41.958437213,-87.711520325,"(41.958437213, -87.711520325)"
5240217,3365503,"HK412313","06/06/2004 10:24:42 AM","073XX N HARLEM AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,TRUE,1611,16,41,9,"02",1127389,1948212,2004,"04/15/2016 08:55:02 AM",42.014219493,-87.806607977,"(42.014219493, -87.806607977)"
5240810,3366258,"HK412082","06/05/2004 02:00:00 AM","075XX S CHAMPLAIN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","PARKING LOT/GARAGE(NON.RESID.)",FALSE,FALSE,624,3,6,69,"02",1181869,1855220,2004,"04/15/2016 08:55:02 AM",41.757950552,-87.609032976,"(41.757950552, -87.609032976)"
5240825,3366275,"HK409761","06/05/2004 12:30:00 AM","009XX N CENTRAL PARK AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,1121,11,27,23,"02",1152207,1906080,2004,"04/15/2016 08:55:02 AM",41.898150969,-87.716403073,"(41.898150969, -87.716403073)"
5241087,3366627,"HK416007","06/08/2004 01:30:00 AM","032XX S PARNELL AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,924,9,11,60,"02",1173154,1883535,2004,"04/15/2016 08:55:02 AM",41.835846787,-87.640135516,"(41.835846787, -87.640135516)"
5241149,3366701,"HK402308","05/21/2004 05:00:00 PM","055XX S COTTAGE GROVE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,234,2,20,40,"02",1182525,1868549,2004,"04/15/2016 08:55:02 AM",41.794511404,-87.606215806,"(41.794511404, -87.606215806)"
5241207,3366776,"HK415355","06/04/2004 04:00:00 AM","065XX N SEELEY AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,2412,24,50,2,"02",1161443,1943376,2004,"04/15/2016 08:55:02 AM",42.000305986,-87.681438068,"(42.000305986, -87.681438068)"
5241861,3367576,"HK414865","06/07/2004 03:01:59 PM","089XX S BUFFALO AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,424,4,10,46,"02",1199596,1846366,2004,"04/15/2016 08:55:02 AM",41.733226633,-87.544364336,"(41.733226633, -87.544364336)"
5241886,3367602,"HK414128","06/07/2004 09:09:15 AM","077XX S BURNHAM AVE","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,421,4,7,43,"02",1196066,1854156,2004,"04/15/2016 08:55:02 AM",41.754691074,-87.557038686,"(41.754691074, -87.557038686)"
5241968,3367692,"HK415890","06/07/2004 11:35:28 PM","076XX S CARPENTER ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE-GARAGE",TRUE,FALSE,612,6,17,71,"02",1170636,1854256,2004,"04/15/2016 08:55:02 AM",41.755557363,-87.650228588,"(41.755557363, -87.650228588)"
5242616,3368508,"HK417708","06/06/2004 12:30:00 AM","032XX W PALMER ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","APARTMENT",FALSE,FALSE,1413,14,26,22,"02",1154042,1914432,2004,"04/15/2016 08:55:02 AM",41.921033192,-87.709440108,"(41.921033192, -87.709440108)"
5242669,3368580,"HK418157","06/08/2004 11:45:00 PM","021XX W FULLERTON AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","WAREHOUSE",FALSE,FALSE,1432,14,32,22,"02",1161845,1915932,2004,"04/15/2016 08:55:02 AM",41.924989934,-87.680728141,"(41.924989934, -87.680728141)"
5242953,3368942,"HK417370","06/08/2004 05:15:00 AM","016XX N MAJOR AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,2531,25,29,25,"02",1138148,1910277,2004,"04/15/2016 08:55:02 AM",41.909933853,-87.767939666,"(41.909933853, -87.767939666)"
5243126,3369154,"HK418099","06/08/2004 06:00:00 PM","024XX W CHARLESTON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,1431,14,1,22,"02",1159759,1914088,2004,"04/15/2016 08:55:02 AM",41.919973175,-87.688444012,"(41.919973175, -87.688444012)"
5243310,3369365,"HK412650","05/28/2004 09:00:00 PM","044XX W WILCOX ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1113,11,28,26,"02",1146731,1898967,2004,"04/15/2016 08:55:02 AM",41.87873839,-87.736697791,"(41.87873839, -87.736697791)"
5243331,3369390,"HK414548","05/22/2004 11:48:00 PM","039XX W GRENSHAW ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1132,11,24,29,"02",1150321,1894751,2004,"04/15/2016 08:55:02 AM",41.867099967,-87.723625867,"(41.867099967, -87.723625867)"
5243383,3369446,"HK416083","06/08/2004 01:30:00 AM","049XX W WALTON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1531,15,37,25,"02",1143250,1905859,2004,"04/15/2016 08:55:02 AM",41.897716552,-87.749307254,"(41.897716552, -87.749307254)"
5244534,3370931,"HK420022","06/09/2004 07:25:00 PM","001XX N MICHIGAN AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","COMMERCIAL / BUSINESS OFFICE",FALSE,FALSE,124,1,42,32,"02",1177275,1901425,2004,"04/15/2016 08:55:02 AM",41.884845855,-87.624472307,"(41.884845855, -87.624472307)"
5244586,3370992,"HK403589","06/02/2004 09:55:01 AM","042XX S CALUMET AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ABANDONED BUILDING",TRUE,FALSE,214,2,3,38,"02",1179137,1877006,2004,"04/15/2016 08:55:02 AM",41.817796114,-87.618381427,"(41.817796114, -87.618381427)"
5244693,3371127,"HK413486","06/06/2004 10:38:32 PM","062XX S MOZART ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,823,8,15,66,"02",1158453,1863070,2004,"04/15/2016 08:55:02 AM",41.78000107,-87.694636659,"(41.78000107, -87.694636659)"
5244867,3371340,"HK415572","05/25/2004 12:01:00 AM","019XX N KOSTNER AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,2534,25,31,20,"02",1146747,1912491,2004,"04/15/2016 08:55:02 AM",41.915849406,-87.736293477,"(41.915849406, -87.736293477)"
5245251,3371825,"HK415520","06/07/2004 07:03:09 PM","051XX W IOWA ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,1531,15,37,25,"02",1142071,1905505,2004,"04/15/2016 08:55:02 AM",41.896767077,-87.753646433,"(41.896767077, -87.753646433)"
5245691,3454170,"HK522442","07/28/2001 09:00:00 AM","012XX W ELMDALE AVE","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","VEHICLE NON-COMMERCIAL",FALSE,FALSE,2013,20,48,77,"02",1167184,1939958,2001,"03/31/2006 10:03:38 PM",41.99080504,-87.660417054,"(41.99080504, -87.660417054)"
5246447,3373312,"HK419895","04/08/2004 06:00:00 AM","035XX W BELMONT AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1732,17,35,21,"02",1152021,1921047,2004,"04/15/2016 08:55:02 AM",41.939225405,-87.716690963,"(41.939225405, -87.716690963)"
5247744,3374947,"HK422883","06/10/2004 10:30:00 PM","049XX W KAMERLING AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,FALSE,2533,25,37,25,"02",1143119,1908526,2004,"04/15/2016 08:55:02 AM",41.905037547,-87.749721769,"(41.905037547, -87.749721769)"
5247793,3375005,"HK421917","06/10/2004 02:40:00 PM","027XX S PRAIRIE AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","VACANT LOT/LAND",FALSE,FALSE,133,1,4,35,"02",1178497,1886569,2004,"04/15/2016 08:55:02 AM",41.844052308,-87.620438006,"(41.844052308, -87.620438006)"
5248152,3375441,"HK424146","06/11/2004 01:27:00 PM","085XX S VINCENNES AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,622,6,21,71,"02",1173136,1848112,2004,"04/15/2016 08:55:02 AM",41.738642597,-87.64124783,"(41.738642597, -87.64124783)"
5248854,3376322,"HK386595","05/24/2004 11:31:00 PM","054XX W JACKSON BLVD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,1522,15,29,25,"02",1140258,1898137,2004,"04/15/2016 08:55:02 AM",41.876581784,-87.76048603,"(41.876581784, -87.76048603)"
5249763,3377438,"HK427947","06/07/2004 11:30:00 PM","011XX N LECLAIRE AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1531,15,37,25,"02",1142156,1907053,2004,"04/15/2016 08:55:02 AM",41.901013392,-87.753295797,"(41.901013392, -87.753295797)"
5249938,3377640,"HK424004","06/11/2004 02:20:00 PM","072XX S EMERALD AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,TRUE,732,7,17,68,"02",1172599,1856783,2004,"04/15/2016 08:55:02 AM",41.762448768,-87.642960373,"(41.762448768, -87.642960373)"
5249945,3377647,"HK428258","06/12/2004 06:30:00 PM","063XX W GRAND AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,2512,25,29,19,"02",1133869,1914669,2004,"04/15/2016 08:55:02 AM",41.92206236,-87.783555808,"(41.92206236, -87.783555808)"
5250001,3377710,"HK420717","06/10/2004 02:00:00 AM","015XX S TRIPP AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1012,10,24,29,"02",1148304,1892110,2004,"04/15/2016 08:55:02 AM",41.859891813,-87.731098629,"(41.859891813, -87.731098629)"
5250115,3377842,"HK423756","06/11/2004 02:30:00 AM","049XX S EAST END AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2132,2,4,39,"02",1188061,1872496,2004,"04/15/2016 08:55:02 AM",41.805211965,-87.585789862,"(41.805211965, -87.585789862)"
5250603,3378435,"HK420526","04/01/2004 12:01:00 AM","057XX S SANGAMON ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",TRUE,FALSE,712,7,16,68,"02",1170956,1866780,2004,"04/15/2016 08:55:02 AM",41.789917757,-87.648690493,"(41.789917757, -87.648690493)"
5250860,3378761,"HK427307","06/13/2004 12:30:00 AM","071XX S RACINE AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","OTHER",FALSE,FALSE,733,7,17,68,"02",1169562,1857226,2004,"04/15/2016 08:55:02 AM",41.763730764,-87.654078588,"(41.763730764, -87.654078588)"
5250975,3378906,"HK425645","06/05/2004 07:00:00 AM","062XX S PARK SHORE EAST CT","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,314,3,5,42,"02",1187568,1864047,2004,"04/15/2016 08:55:02 AM",41.782039032,-87.587866659,"(41.782039032, -87.587866659)"
5251008,3378947,"HK430560","01/07/2004 12:01:00 AM","016XX S DRAKE AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,1021,10,24,29,"02",1152975,1891524,2004,"04/15/2016 08:55:02 AM",41.858192573,-87.713968073,"(41.858192573, -87.713968073)"
5251486,3379559,"HK431783","09/01/2003 12:00:00 AM","081XX S MUSKEGON AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,422,4,7,46,"02",1196582,1851469,2003,"04/15/2016 08:55:02 AM",41.747304955,-87.555236792,"(41.747304955, -87.555236792)"
5251555,3379644,"HK424952","06/10/2004 08:00:00 PM","057XX N WINTHROP AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,2022,20,48,77,"02",1167828,1938278,2004,"04/15/2016 08:55:02 AM",41.986181172,-87.658097002,"(41.986181172, -87.658097002)"
5251619,3379731,"HK429113","06/13/2004 09:15:00 PM","072XX N WOLCOTT AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","SIDEWALK",TRUE,FALSE,2424,24,49,1,"02",1162288,1947978,2004,"04/15/2016 08:55:02 AM",42.012916295,-87.678199946,"(42.012916295, -87.678199946)"
5251789,3379936,"HK429785","06/14/2004 10:08:51 AM","032XX W 61ST ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE-GARAGE",FALSE,FALSE,823,8,15,66,"02",1155633,1863990,2004,"04/15/2016 08:55:02 AM",41.782582698,-87.704950635,"(41.782582698, -87.704950635)"
5253411,3381841,"HK432143","06/15/2004 09:05:00 AM","021XX N LATROBE AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,2515,25,37,19,"02",1141037,1913769,2004,"04/15/2016 08:55:02 AM",41.919463538,-87.757240343,"(41.919463538, -87.757240343)"
5253429,3381864,"HK433057","05/21/2004 04:00:00 PM","099XX S WALLACE ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,2232,22,9,73,"02",1174054,1838968,2004,"04/15/2016 08:55:02 AM",41.713529899,-87.638155035,"(41.713529899, -87.638155035)"
5254737,3383521,"HK435007","06/04/2004 11:00:00 PM","092XX S ANTHONY AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,423,4,7,48,"02",1196715,1844142,2004,"04/15/2016 08:55:02 AM",41.727195776,-87.554992264,"(41.727195776, -87.554992264)"
5255073,3383956,"HK433570","06/14/2004 06:00:00 PM","039XX S ARTESIAN AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,914,9,12,58,"02",1160671,1878464,2004,"04/15/2016 08:55:02 AM",41.822198687,-87.68608012,"(41.822198687, -87.68608012)"
5255300,3384232,"HK383012","05/22/2004 05:00:00 AM","070XX S WOLCOTT AVE","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,735,7,17,67,"02",1164903,1857993,2004,"04/15/2016 08:55:02 AM",41.765935206,-87.671133236,"(41.765935206, -87.671133236)"
5255858,3384899,"HK420380","06/06/2004 02:30:00 PM","031XX W BELDEN AVE","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,1414,14,35,22,"02",1155104,1915244,2004,"04/15/2016 08:55:02 AM",41.923240117,-87.705516218,"(41.923240117, -87.705516218)"
5255940,3385028,"HK434726","06/05/2004 01:00:00 PM","019XX E 71ST ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESTAURANT",FALSE,FALSE,333,3,5,43,"02",1190355,1858247,2004,"04/15/2016 08:55:02 AM",41.766056625,-87.577835759,"(41.766056625, -87.577835759)"
5256228,3385393,"HK434608","06/14/2004 02:45:00 PM","006XX S CENTRAL AVE","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","HOSPITAL BUILDING/GROUNDS",FALSE,FALSE,1522,15,29,25,"02",1139153,1896560,2004,"04/15/2016 08:55:02 AM",41.872274452,-87.764581664,"(41.872274452, -87.764581664)"
5256237,3385403,"HK436080","06/16/2004 11:04:00 PM","054XX W JACKSON BLVD","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","OTHER",FALSE,FALSE,1522,15,29,25,"02",1140258,1898137,2004,"04/15/2016 08:55:02 AM",41.876581784,-87.76048603,"(41.876581784, -87.76048603)"
5256994,3386406,"HK436783","06/17/2004 11:05:00 AM","051XX S FEDERAL ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CHA APARTMENT",TRUE,TRUE,232,2,3,40,"02",1176575,1870930,2004,"04/15/2016 08:55:02 AM",41.801181128,-87.627962486,"(41.801181128, -87.627962486)"
5257037,3386456,"HK435481","04/12/2004 03:40:00 AM","064XX S DR MARTIN LUTHER KING JR DR","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,TRUE,312,3,20,69,"02",1180026,1862452,2004,"04/15/2016 08:55:02 AM",41.777838294,-87.615566126,"(41.777838294, -87.615566126)"
5257047,3386468,"HK433061","06/15/2004 12:01:00 AM","071XX S BENNETT AVE","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","STREET",FALSE,FALSE,333,3,5,43,"02",1189941,1858055,2004,"04/15/2016 08:55:02 AM",41.76553973,-87.579359357,"(41.76553973, -87.579359357)"
5257622,3387209,"HK439455","06/16/2004 11:00:00 PM","023XX E 93RD ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOSPITAL BUILDING/GROUNDS",FALSE,FALSE,413,4,7,48,"02",1193360,1843756,2004,"04/15/2016 08:55:02 AM",41.726219145,-87.567294437,"(41.726219145, -87.567294437)"
5257719,3387317,"HK438449","06/18/2004 05:00:00 AM","012XX S ST LOUIS AVE","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,1021,10,24,29,"02",1153229,1894259,2004,"04/15/2016 08:55:02 AM",41.865692692,-87.712963186,"(41.865692692, -87.712963186)"
