"...1","ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
3757231,1585281,"G351544","06/16/2001 12:00:00 AM","095XX S SANGAMON ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,2223,22,NA,NA,"02",1171710,1841231,2001,"08/17/2015 03:03:40 PM",41.719791516,-87.646673499,"(41.719791516, -87.646673499)"
3757373,1585456,"G349653","06/16/2001 07:25:00 AM","010XX E 73 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",FALSE,FALSE,324,3,NA,NA,"02",1184268,1856861,2001,"08/17/2015 03:03:40 PM",41.762397855,-87.600189751,"(41.762397855, -87.600189751)"
3757423,1585514,"G349069","06/16/2001 01:30:00 AM","046XX W DIVERSEY AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","OTHER",TRUE,FALSE,2521,25,NA,NA,"02",1144877,1918250,2001,"08/17/2015 03:03:40 PM",41.931688189,-87.743018145,"(41.931688189, -87.743018145)"
3757552,1585686,"G349322","06/16/2001 05:00:00 AM","007XX N PARKSIDE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,TRUE,1511,15,NA,NA,"02",1138505,1904341,2001,"08/17/2015 03:03:40 PM",41.893638286,-87.766772191,"(41.893638286, -87.766772191)"
3758901,1587376,"G353564","06/18/2001 04:10:00 AM","018XX W NORTH AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","STREET",TRUE,FALSE,1434,14,NA,NA,"02",1164063,1910730,2001,"08/17/2015 03:03:40 PM",41.910668698,-87.672725454,"(41.910668698, -87.672725454)"
3759003,1587518,"G351459","06/17/2001 04:15:00 AM","024XX S PULASKI RD","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VACANT LOT/LAND",FALSE,FALSE,1013,10,NA,NA,"02",1150060,1887305,2001,"08/17/2015 03:03:40 PM",41.846672319,-87.724777784,"(41.846672319, -87.724777784)"
3759038,1587559,"G352003","06/17/2001 04:00:00 AM","039XX S HALSTED ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","VEHICLE NON-COMMERCIAL",FALSE,FALSE,921,9,NA,NA,"02",1171573,1878970,2001,"08/17/2015 03:03:40 PM",41.823354871,-87.646070718,"(41.823354871, -87.646070718)"
3759300,1587869,"G353464","06/18/2001 04:00:00 AM","016XX N ARTESIAN AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ABANDONED BUILDING",TRUE,FALSE,1434,14,NA,NA,"02",1159742,1910741,2001,"08/17/2015 03:03:40 PM",41.910789108,-87.688598919,"(41.910789108, -87.688598919)"
3760370,1589246,"G355040","06/15/2001 06:45:00 PM","046XX N CLARK ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","OTHER",FALSE,FALSE,2311,19,NA,NA,"02",1165535,1930903,2001,"08/17/2015 03:03:40 PM",41.965993221,-87.66674163,"(41.965993221, -87.66674163)"
3760461,1589368,"G354099","06/18/2001 11:11:02 AM","075XX S EMERALD AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","VACANT LOT/LAND",FALSE,FALSE,621,6,NA,NA,"02",1172641,1855080,2001,"08/17/2015 03:03:40 PM",41.757774601,-87.642856537,"(41.757774601, -87.642856537)"
3760568,1589519,"G351039","06/16/2001 11:00:00 PM","020XX W 63 ST","0264","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER DANG WEAPON","OTHER",FALSE,FALSE,726,7,NA,NA,"02",1163555,1862808,2001,"08/17/2015 03:03:40 PM",41.779176595,-87.675939235,"(41.779176595, -87.675939235)"
3760680,1589651,"G354453","06/18/2001 02:45:00 PM","017XX N ALBANY AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,1421,14,NA,NA,"02",1155430,1911187,2001,"08/17/2015 03:03:40 PM",41.91210082,-87.70442769,"(41.91210082, -87.70442769)"
3762180,1591576,"G359182","06/19/2001 06:00:00 PM","005XX W 86 ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",FALSE,FALSE,622,6,NA,NA,"02",1174024,1847875,2001,"08/17/2015 03:03:40 PM",41.737972596,-87.63800141,"(41.737972596, -87.63800141)"
3762508,1591950,"G358790","06/20/2001 03:45:00 AM","074XX S CHAMPLAIN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,323,3,NA,NA,"02",1181811,1855851,2001,"08/17/2015 03:03:40 PM",41.759683422,-87.609226072,"(41.759683422, -87.609226072)"
3763051,1592593,"G351616","06/17/2001 06:30:00 AM","044XX W CHICAGO AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","VACANT LOT/LAND",FALSE,FALSE,1111,11,NA,NA,"02",1146859,1905000,2001,"08/17/2015 03:03:40 PM",41.895291182,-87.736073615,"(41.895291182, -87.736073615)"
3763540,1593245,"G339507","06/11/2001 09:25:00 PM","060XX N WINTHROP AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","HOTEL/MOTEL",TRUE,FALSE,2433,24,NA,NA,"02",1167808,1940224,2001,"08/17/2015 03:03:40 PM",41.991521473,-87.658114131,"(41.991521473, -87.658114131)"
3764006,1593819,"G360792","06/21/2001 05:30:00 AM","055XX W CHICAGO AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",TRUE,FALSE,1524,15,NA,NA,"02",1139104,1904749,2001,"08/17/2015 03:03:40 PM",41.894747013,-87.764562303,"(41.894747013, -87.764562303)"
3765695,1595888,"G365455","06/20/2001 09:00:00 PM","069XX S GREEN ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,733,7,NA,NA,"02",1171875,1858716,2001,"08/17/2015 03:03:40 PM",41.767769072,-87.645557283,"(41.767769072, -87.645557283)"
3766020,1596277,"G367065","06/24/2001 02:49:02 AM","099XX S PRAIRIE AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","RESIDENCE",TRUE,FALSE,511,5,NA,NA,"02",1179707,1839234,2001,"08/17/2015 03:03:40 PM",41.714132726,-87.617443727,"(41.714132726, -87.617443727)"
3766753,1597182,"G368103","06/24/2001 12:00:00 PM","069XX S WASHTENAW AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,831,8,NA,NA,"02",1159620,1858258,2001,"08/17/2015 03:03:40 PM",41.766772384,-87.690490104,"(41.766772384, -87.690490104)"
3766771,1597206,"G361848","06/21/2001 07:20:00 AM","020XX W 18 ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","SIDEWALK",FALSE,FALSE,1223,12,NA,NA,"02",1163286,1891447,2001,"08/17/2015 03:03:40 PM",41.857770935,-87.676122369,"(41.857770935, -87.676122369)"
3767142,1597684,"G360186","06/20/2001 08:30:00 PM","060XX W IRVING PARK RD","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,1633,16,NA,NA,"02",1135100,1925918,2001,"08/17/2015 03:03:40 PM",41.952909103,-87.778765304,"(41.952909103, -87.778765304)"
3768274,1599156,"G370458","06/24/2001 05:00:00 AM","012XX S HOMAN AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,FALSE,1021,10,NA,NA,"02",1153927,1894462,2001,"08/17/2015 03:03:40 PM",41.866235876,-87.710395367,"(41.866235876, -87.710395367)"
3768306,1599191,"G371300","06/25/2001 01:00:00 AM","033XX N HALSTED ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","BAR OR TAVERN",FALSE,FALSE,2331,19,NA,NA,"02",1170284,1922745,2001,"08/17/2015 03:03:40 PM",41.943504677,-87.649519908,"(41.943504677, -87.649519908)"
3768338,1599235,"G367254","06/24/2001 07:00:00 AM","067XX N LAKEWOOD AV","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","SIDEWALK",TRUE,FALSE,2432,24,NA,NA,"02",1166226,1945219,2001,"08/17/2015 03:03:40 PM",42.00526194,-87.663789477,"(42.00526194, -87.663789477)"
3768347,1599248,"G369048","06/25/2001 04:58:38 AM","087XX S STATE ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,632,6,NA,NA,"02",1177771,1847062,2001,"08/17/2015 03:03:40 PM",41.735657727,-87.624297945,"(41.735657727, -87.624297945)"
3768349,1599250,"G368012","06/24/2001 04:00:00 AM","033XX S LITUANICA AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,924,9,NA,NA,"02",1170892,1882730,2001,"08/17/2015 03:03:40 PM",41.833687586,-87.648459075,"(41.833687586, -87.648459075)"
3768430,1599367,"G368834","01/01/2001 03:00:00 AM","109XX S AVENUE N","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,432,4,NA,NA,"02",1201252,1832662,2001,"08/17/2015 03:03:40 PM",41.695579935,-87.538761065,"(41.695579935, -87.538761065)"
3768459,1599406,"G366570","06/23/2001 07:45:00 PM","051XX S WOOD ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","SIDEWALK",FALSE,FALSE,932,9,NA,NA,"02",1165266,1870246,2001,"08/17/2015 03:03:40 PM",41.79955133,-87.669455961,"(41.79955133, -87.669455961)"
3768550,1599509,"G371504","06/26/2001 04:20:00 AM","037XX W 79 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,833,8,NA,NA,"02",1153212,1852025,2001,"08/17/2015 03:03:40 PM",41.749797035,-87.714142616,"(41.749797035, -87.714142616)"
3769216,1600309,"G368867","06/25/2001 12:02:13 AM","034XX W GRENSHAW ST","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","APARTMENT",FALSE,TRUE,1133,11,24,29,"02",1153842,1894890,2001,"08/17/2015 03:03:40 PM",41.867412047,-87.710696015,"(41.867412047, -87.710696015)"
3769231,1600325,"G369004","06/25/2001 03:21:21 AM","005XX S KILPATRICK AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,1131,11,NA,NA,"02",1145096,1897236,2001,"08/17/2015 03:03:40 PM",41.874019348,-87.74274499,"(41.874019348, -87.74274499)"
3769381,1600506,"G358473","06/20/2001 01:40:00 AM","012XX N AUSTIN BL","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,TRUE,2531,25,NA,NA,"02",1136169,1907918,2001,"08/17/2015 03:03:40 PM",41.903496034,-87.775266203,"(41.903496034, -87.775266203)"
3770316,1601731,"G371574","06/26/2001 07:38:11 AM","040XX W VAN BUREN ST","0266","CRIM SEXUAL ASSAULT","PREDATORY","RESIDENCE",TRUE,FALSE,1132,11,NA,NA,"02",1149717,1897762,2001,"08/17/2015 03:03:40 PM",41.875374249,-87.725765012,"(41.875374249, -87.725765012)"
3770489,1601949,"G373545","06/26/2001 05:00:00 AM","087XX S GREENWOOD AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,412,4,NA,NA,"02",1185028,1847484,2001,"08/17/2015 03:03:40 PM",41.736648605,-87.597698114,"(41.736648605, -87.597698114)"
3770504,1601972,"G371804","06/26/2001 08:48:00 AM","073XX S HARVARD AV","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,731,7,NA,NA,"02",1175266,1856306,2001,"08/17/2015 03:03:40 PM",41.761080672,-87.6331997,"(41.761080672, -87.6331997)"
3770821,1602345,"G369778","06/14/2001 09:00:00 PM","050XX W MADISON ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,TRUE,1533,15,NA,NA,"02",1143022,1899599,2001,"08/17/2015 03:03:40 PM",41.880542622,-87.750300908,"(41.880542622, -87.750300908)"
3770997,1602560,"G369660","06/25/2001 10:30:00 AM","001XX W 122 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,523,5,NA,NA,"02",1177222,1824085,2001,"08/17/2015 03:03:40 PM",41.672617993,-87.626999688,"(41.672617993, -87.626999688)"
3771456,1603164,"G368778","06/24/2001 10:53:32 PM","086XX S LAFAYETTE AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","DEPARTMENT STORE",FALSE,FALSE,622,6,NA,NA,"02",1177415,1847314,2001,"08/17/2015 03:03:40 PM",41.736357287,-87.625594594,"(41.736357287, -87.625594594)"
3771856,1603679,"G373656","06/27/2001 01:29:00 AM","052XX S DAMEN AV","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","APARTMENT",TRUE,FALSE,915,9,NA,NA,"02",1163869,1869927,2001,"08/17/2015 03:03:40 PM",41.798705449,-87.674588105,"(41.798705449, -87.674588105)"
3772676,1604672,"G371449","06/26/2001 03:59:54 AM","002XX E 51 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,224,2,NA,NA,"02",1178484,1871294,2001,"08/17/2015 03:03:40 PM",41.802136775,-87.620950496,"(41.802136775, -87.620950496)"
3772977,1605072,"G378200","06/29/2001 03:15:00 AM","048XX S HOYNE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",FALSE,FALSE,915,9,NA,NA,"02",1163140,1872422,2001,"08/17/2015 03:03:40 PM",41.805567335,-87.677191667,"(41.805567335, -87.677191667)"
3772998,1605102,"G373979","06/27/2001 02:00:00 AM","066XX S WESTERN AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VEHICLE NON-COMMERCIAL",TRUE,FALSE,832,8,NA,NA,"02",1161550,1860795,2001,"08/17/2015 03:03:40 PM",41.773694471,-87.683345578,"(41.773694471, -87.683345578)"
3773402,1605587,"G377587","06/25/2001 02:00:00 AM","021XX S CHRISTIANA AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,1024,10,NA,NA,"02",1154312,1889824,2001,"08/17/2015 03:03:40 PM",41.853501008,-87.709105783,"(41.853501008, -87.709105783)"
3773590,1605805,"G377005","06/28/2001 03:15:00 PM","088XX S CLYDE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",TRUE,FALSE,412,4,NA,NA,"02",1191746,1846964,2001,"08/17/2015 03:03:40 PM",41.735061465,-87.573102758,"(41.735061465, -87.573102758)"
3773739,1605989,"G376335","06/28/2001 05:00:00 AM","041XX W WASHINGTON BL","0271","CRIM SEXUAL ASSAULT","ATTEMPT AGG: HANDGUN","HOTEL/MOTEL",TRUE,FALSE,1114,11,NA,NA,"02",1148868,1900212,2001,"08/17/2015 03:03:40 PM",41.882113776,-87.728818876,"(41.882113776, -87.728818876)"
3774766,1607293,"G380618","06/30/2001 03:45:00 AM","001XX N DEARBORN ST","0264","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER DANG WEAPON","PARKING LOT/GARAGE(NON.RESID.)",TRUE,FALSE,122,1,NA,NA,"02",1175948,1901597,2001,"08/17/2015 03:03:40 PM",41.885347808,-87.629340017,"(41.885347808, -87.629340017)"
3775103,1607708,"G378257","06/29/2001 05:36:35 AM","018XX W 91 ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","FOREST PRESERVE",FALSE,FALSE,2221,22,NA,NA,"02",1165603,1844327,2001,"08/17/2015 03:03:40 PM",41.72841891,-87.668954249,"(41.72841891, -87.668954249)"
3775291,1607957,"G382597","05/20/2001 12:05:00 AM","010XX N MARSHFIELD AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,1322,12,NA,NA,"02",1165170,1906905,2001,"08/17/2015 03:03:40 PM",41.900149167,-87.668767615,"(41.900149167, -87.668767615)"
3775444,1608146,"G382017","06/30/2001 07:30:00 PM","049XX W MADISON ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","HOTEL/MOTEL",FALSE,FALSE,1533,15,NA,NA,"02",1143424,1899528,2001,"08/17/2015 03:03:40 PM",41.880340286,-87.748826558,"(41.880340286, -87.748826558)"
3775457,1608164,"G380908","06/30/2001 05:30:00 AM","005XX N CENTRAL AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,1512,15,NA,NA,"02",1138907,1902790,2001,"08/17/2015 03:03:40 PM",41.889374854,-87.765333468,"(41.889374854, -87.765333468)"
3775463,1608170,"G375917","06/28/2001 01:53:00 AM","035XX W BELMONT AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE-GARAGE",FALSE,FALSE,1732,17,NA,NA,"02",1151951,1921085,2001,"08/17/2015 03:03:40 PM",41.939331062,-87.716947229,"(41.939331062, -87.716947229)"
3775562,1608292,"G382795","07/01/2001 04:00:00 AM","020XX E 79 ST","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","STREET",FALSE,FALSE,414,4,NA,NA,"02",1190922,1853026,2001,"08/17/2015 03:03:40 PM",41.751716079,-87.575926028,"(41.751716079, -87.575926028)"
3775604,1608338,"G382870","07/01/2001 05:45:00 AM","038XX W 71 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE-GARAGE",FALSE,FALSE,833,8,NA,NA,"02",1151714,1857279,2001,"08/17/2015 03:03:40 PM",41.76424434,-87.719494618,"(41.76424434, -87.719494618)"
3775991,1608811,"G382745","06/30/2001 09:00:00 PM","082XX S EXCHANGE AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","SIDEWALK",FALSE,FALSE,423,4,NA,NA,"02",1197226,1850519,2001,"08/17/2015 03:03:40 PM",41.744682079,-87.552908619,"(41.744682079, -87.552908619)"
3776273,1609177,"G383024","07/01/2001 09:15:00 AM","025XX W 66 ST","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","APARTMENT",FALSE,TRUE,832,8,NA,NA,"02",1160425,1860761,2001,"08/17/2015 03:03:40 PM",41.773624429,-87.687470549,"(41.773624429, -87.687470549)"
3776464,1609445,"G381205","06/30/2001 02:10:00 AM","063XX N ROCKWELL ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,2413,24,NA,NA,"02",1157793,1942243,2001,"08/17/2015 03:03:40 PM",41.997272461,-87.694896727,"(41.997272461, -87.694896727)"
3776518,1609536,"G372019","06/26/2001 11:58:17 AM","009XX E 132 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CHA APARTMENT",FALSE,FALSE,533,5,NA,NA,"02",1184709,1818086,2001,"08/17/2015 03:03:40 PM",41.655984199,-87.599784091,"(41.655984199, -87.599784091)"
3776704,1609761,"G382381","06/30/2001 10:00:00 PM","048XX N ALBANY AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",TRUE,FALSE,1713,17,NA,NA,"02",1154784,1932350,2001,"08/17/2015 03:03:40 PM",41.970186589,-87.706232157,"(41.970186589, -87.706232157)"
3776820,1609912,"G382268","06/30/2001 10:24:39 PM","080XX S DOBSON AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","APARTMENT",FALSE,FALSE,631,6,NA,NA,"02",1184586,1851703,2001,"08/17/2015 03:03:40 PM",41.748236345,-87.599185572,"(41.748236345, -87.599185572)"
3777178,1610352,"G382488","07/01/2001 12:33:32 AM","029XX S LAKE PARK AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","VEHICLE NON-COMMERCIAL",TRUE,FALSE,2122,2,NA,NA,"02",1180577,1885730,2001,"08/17/2015 03:03:40 PM",41.841702404,-87.61283072,"(41.841702404, -87.61283072)"
3777222,1610405,"G380286","06/29/2001 10:00:00 PM","059XX N KENMORE AV","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","APARTMENT",TRUE,FALSE,2022,20,NA,NA,"02",1168128,1939596,2001,"08/17/2015 03:03:40 PM",41.989791298,-87.656955333,"(41.989791298, -87.656955333)"
3777537,1610779,"G376049","06/28/2001 05:53:28 AM","039XX S PRAIRIE AV","0273","CRIM SEXUAL ASSAULT","ATTEMPT AGG: KNIFE/CUT INSTR","APARTMENT",FALSE,FALSE,214,2,NA,NA,"02",1178641,1879155,2001,"08/17/2015 03:03:40 PM",41.823704455,-87.620135455,"(41.823704455, -87.620135455)"
3778241,1611695,"G385753","07/02/2001 03:32:15 PM","042XX W FULLERTON AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","PARKING LOT/GARAGE(NON.RESID.)",FALSE,FALSE,2524,25,NA,NA,"02",1147590,1915656,2001,"08/17/2015 03:03:40 PM",41.924518324,-87.733114938,"(41.924518324, -87.733114938)"
3778260,1611715,"G387119","03/01/2001 12:00:00 AM","024XX S AVERS AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,1013,10,NA,NA,"02",1151053,1887584,2001,"08/17/2015 03:03:40 PM",41.847418563,-87.721126178,"(41.847418563, -87.721126178)"
3778648,1612180,"G384595","07/02/2001 12:30:00 PM","048XX W CORTEZ ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,1531,15,NA,NA,"02",1143620,1906498,2001,"08/17/2015 03:03:40 PM",41.899463121,-87.747932253,"(41.899463121, -87.747932253)"
3779303,1613037,"G385166","06/30/2001 04:00:00 PM","012XX S CALIFORNIA AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,1023,10,NA,NA,"02",1157832,1894574,2001,"08/17/2015 03:03:40 PM",41.866464563,-87.69605667,"(41.866464563, -87.69605667)"
3779557,1613342,"G389275","07/04/2001 05:00:00 AM","006XX S KILPATRICK AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","VACANT LOT/LAND",FALSE,FALSE,1131,11,NA,NA,"02",1145189,1896875,2001,"08/17/2015 03:03:40 PM",41.873026963,-87.742412659,"(41.873026963, -87.742412659)"
3779889,1613764,"G381732","06/30/2001 06:00:00 AM","026XX W 37 PL","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","RESIDENCE",TRUE,FALSE,913,9,NA,NA,"02",1159347,1879654,2001,"08/17/2015 03:03:40 PM",41.825491457,-87.690904671,"(41.825491457, -87.690904671)"
3779894,1613771,"G386751","07/02/2001 09:00:00 PM","096XX S EGGLESTON AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,FALSE,2223,22,NA,NA,"02",1175162,1840716,2001,"08/17/2015 03:03:40 PM",41.718302035,-87.634045157,"(41.718302035, -87.634045157)"
3780023,1613966,"G387913","07/03/2001 02:55:00 PM","047XX S ELLIS AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","OTHER",FALSE,FALSE,2124,2,NA,NA,"02",1183678,1873669,2001,"08/17/2015 03:03:40 PM",41.808534252,-87.601828054,"(41.808534252, -87.601828054)"
3780376,1614396,"G390313","07/03/2001 01:30:00 AM","025XX W 64 ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE",FALSE,TRUE,825,8,NA,NA,"02",1160363,1862169,2001,"08/17/2015 03:03:40 PM",41.777489457,-87.687659077,"(41.777489457, -87.687659077)"
3780851,1614988,"G390208","06/10/2001 03:00:00 PM","078XX S BURNHAM AV","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","RESIDENCE",FALSE,FALSE,421,4,NA,NA,"02",1196125,1853382,2001,"08/17/2015 03:03:40 PM",41.7525657,-87.556848073,"(41.7525657, -87.556848073)"
3780983,1615159,"G382544","06/30/2001 10:00:00 PM","061XX S LANGLEY AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",FALSE,FALSE,313,3,NA,NA,"02",1181906,1864684,2001,"08/17/2015 03:03:40 PM",41.783919843,-87.608605108,"(41.783919843, -87.608605108)"
3781087,1615291,"G386654","07/02/2001 01:00:00 AM","079XX S ELLIS AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,624,6,NA,NA,"02",1184226,1852672,2001,"08/17/2015 03:03:40 PM",41.750903802,-87.600474474,"(41.750903802, -87.600474474)"
3781799,1616231,"G386806","07/02/2001 09:00:00 PM","016XX W HARRISON ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","ALLEY",FALSE,FALSE,1224,12,NA,NA,"02",1165822,1897493,2001,"08/17/2015 03:03:40 PM",41.874308037,-87.666641396,"(41.874308037, -87.666641396)"
3781817,1616256,"G391217","06/29/2001 08:00:00 PM","019XX W HARRISON ST","0261","CRIM SEXUAL ASSAULT","AGGRAVATED: HANDGUN","STREET",FALSE,FALSE,1224,12,NA,NA,"02",1163552,1897426,2001,"08/17/2015 03:03:40 PM",41.874172265,-87.674977682,"(41.874172265, -87.674977682)"
3781868,1616328,"G378988","06/28/2001 11:00:00 AM","002XX W 38 PL","0265","CRIM SEXUAL ASSAULT","AGGRAVATED: OTHER","CHA APARTMENT",TRUE,FALSE,925,9,NA,NA,"02",1175250,1879462,2001,"08/17/2015 03:03:40 PM",41.824623459,-87.632566547,"(41.824623459, -87.632566547)"
3781985,1616472,"G391383","07/05/2001 08:31:00 AM","055XX N KENMORE AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","APARTMENT",TRUE,FALSE,2023,20,NA,NA,"02",1168202,1937254,2001,"08/17/2015 03:03:40 PM",41.983363192,-87.6567512,"(41.983363192, -87.6567512)"
3782419,1617017,"G387371","07/03/2001 09:54:36 AM","079XX S HALSTED ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","ALLEY",FALSE,FALSE,621,6,NA,NA,"02",1172298,1852444,2001,"08/17/2015 03:03:40 PM",41.750548629,-87.64419097,"(41.750548629, -87.64419097)"
3782882,1617719,"G380457","06/30/2001 02:17:32 AM","038XX S RHODES AV","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","STREET",FALSE,FALSE,212,2,NA,NA,"02",1180156,1879881,2001,"08/17/2015 03:03:40 PM",41.82566201,-87.614555235,"(41.82566201, -87.614555235)"
3783053,1617949,"G395397","07/06/2001 08:00:00 PM","076XX S COTTAGE GROVE AV","0263","CRIM SEXUAL ASSAULT","AGGRAVATED: KNIFE/CUT INSTR","VACANT LOT/LAND",FALSE,FALSE,624,6,NA,NA,"02",1182840,1854759,2001,"08/17/2015 03:03:40 PM",41.756663032,-87.6054887,"(41.756663032, -87.6054887)"
3783116,1618027,"G391906","07/05/2001 07:50:00 AM","056XX S MCVICKER AV","0291","CRIM SEXUAL ASSAULT","ATTEMPT NON-AGGRAVATED","STREET",FALSE,FALSE,811,8,NA,NA,"02",1137037,1866781,2001,"08/17/2015 03:03:40 PM",41.790594397,-87.773063608,"(41.790594397, -87.773063608)"
